Name,BSE Code,NSE Code,Industry,Current Price,Net worth,Market Capitalization,Debt,EVEBITDA,Price to Earning,Dividend yield,Dividend last year,Sales latest quarter,Operating profit latest quarter,Other income latest quarter,EBIDT latest quarter,Depreciation latest quarter,Interest latest quarter,Profit before tax latest quarter,Tax latest quarter,Extraordinary items latest quarter,Net Profit latest quarter,GPM latest quarter,OPM latest quarter,Sales preceding quarter,Operating profit preceding quarter,Other income preceding quarter,EBIDT preceding quarter,Depreciation preceding quarter,Interest preceding quarter,Profit before tax preceding quarter,Tax preceding quarter,Profit after tax preceding quarter,Extraordinary items preceding quarter,Net Profit preceding quarter,OPM preceding quarter,Sales preceding year quarter,Operating profit preceding year quarter,Other income preceding year quarter,EBIDT preceding year quarter,Depreciation preceding year quarter,Interest preceding year quarter,Profit before tax preceding year quarter,Tax preceding year quarter,Profit after tax preceding year quarter,Extraordinary items preceding year quarter,Net Profit preceding year quarter,OPM preceding year quarter,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year
Guj. Containers,513507,,Packaging,165.00,39.61,93.23,21.63,7.13,10.09,0.00,0.00,35.70,4.42,0.00,4.42,0.43,0.45,3.54,0.97,0.00,2.57,27.76,12.38,31.91,3.99,0.02,4.01,0.38,0.49,3.14,0.87,2.27,0.00,2.27,12.50,35.86,4.28,0.04,4.32,0.39,0.48,3.45,0.87,2.57,0.00,2.57,11.94,135.61,18.26,0.14,18.33,1.52,1.91,14.97,3.87,11.04,0.07,11.09
Guj. Craft Inds,526965,,Packaging,123.45,58.80,60.35,46.40,9.93,16.81,0.81,0.49,39.29,3.27,0.07,3.34,1.07,0.93,1.34,0.34,0.00,1.00,32.55,8.32,37.10,2.09,0.08,2.17,0.54,0.62,1.01,0.26,0.76,0.00,0.76,5.63,31.63,2.20,0.04,2.24,0.57,0.62,1.05,0.27,0.77,0.00,0.77,6.96,164.33,9.08,0.37,9.45,2.19,2.66,4.60,1.12,3.47,0.00,3.47
Guj. Credit Corp,511441,,Construction,20.11,14.01,50.27,18.76,627.36,43.72,0.00,0.00,0.00,-0.04,0.06,0.02,0.00,0.00,0.02,0.01,0.00,-0.04,,,0.00,-0.08,0.10,0.02,0.00,0.00,0.02,0.00,0.06,0.00,0.06,,0.00,-0.06,0.10,0.04,0.00,0.00,0.04,0.00,-0.26,0.00,-0.26,,0.00,-0.21,0.25,0.04,0.01,0.00,0.03,0.03,0.03,0.00,0.03
Guj. State Fin.,532160,,Finance - Term-Lending Institutions,11.98,-2877.53,106.75,661.68,72.83,,0.00,0.00,0.97,-1.65,5.36,1.63,0.00,34.59,-30.88,0.00,2.08,-30.88,100.00,-170.10,3.04,2.29,3.45,5.14,0.00,34.10,-28.36,0.00,-28.96,0.60,-28.36,75.33,0.09,-0.85,2.42,1.51,0.00,34.13,-32.56,0.00,-32.62,0.06,-32.56,-944.44,10.15,6.52,4.21,10.73,0.26,135.62,-125.15,0.00,-125.15,0.00,-125.15
Guj. Themis Bio.,506879,,Pharmaceuticals - Indian - Bulk Drugs,187.10,177.98,1359.16,2.30,18.68,26.26,0.58,7.84,39.65,16.82,1.00,17.82,0.88,0.05,16.89,4.34,0.00,12.54,62.80,42.42,49.59,23.52,1.07,24.59,0.75,0.03,23.81,6.09,17.72,0.00,17.72,47.43,47.69,24.40,1.40,25.80,0.58,0.04,25.18,6.48,18.70,0.00,18.70,51.16,148.97,74.22,6.02,80.24,2.58,0.20,77.46,19.50,57.97,0.00,57.97
Guj. Toolroom,513337,,Engineering,55.66,9.54,309.21,0.00,50.48,67.96,0.00,0.00,156.68,3.20,0.00,3.20,0.00,0.00,3.20,0.80,0.00,2.40,2.26,2.04,1.10,1.03,0.00,1.03,0.00,0.00,1.03,0.26,0.78,0.00,0.78,93.64,0.02,-0.03,0.00,-0.03,0.00,0.00,-0.03,0.00,-0.03,0.00,-0.03,-150.00,2.41,1.68,0.01,1.69,0.00,0.00,1.69,0.30,1.39,0.00,1.39
Guj.Nat.Resour.,513536,,Oil Drilling / Allied Services,21.64,111.15,173.67,40.41,49.30,,0.00,0.00,7.00,-0.37,0.37,0.00,2.40,0.66,-3.06,-0.06,0.00,-3.01,99.71,-5.29,6.13,2.75,0.07,2.82,1.56,0.06,1.20,0.00,1.20,0.00,1.20,44.86,2.96,0.41,0.06,0.47,1.30,0.36,-1.19,0.00,-1.19,0.00,-1.19,13.85,13.31,1.00,-1.08,2.02,3.07,2.58,-5.73,0.47,-4.10,-2.10,-6.20
Guj.St.Petronet,532702,GSPL,Miscellaneous,287.90,9956.54,16226.61,145.05,4.29,10.66,1.74,282.10,4265.22,913.73,54.88,968.61,165.00,14.47,789.14,198.74,0.00,590.40,30.98,21.42,4108.33,721.27,40.35,761.62,161.37,14.61,585.64,151.60,335.04,0.00,434.03,17.56,4311.92,982.99,24.50,1007.49,154.78,19.98,832.73,211.33,436.05,0.00,621.41,22.80,18116.59,3679.65,135.78,3815.43,620.52,70.11,3124.80,782.80,1641.50,0.00,2342.01
Gujarat Alkalies,530001,GUJALKALI,Chlor Alkali / Soda Ash,747.70,5999.93,5497.35,534.97,9.75,66.49,3.15,172.95,971.30,16.50,71.03,87.53,95.20,10.78,-18.45,-0.08,0.00,-18.37,24.80,1.70,912.81,31.01,11.80,42.81,89.47,10.50,-57.16,0.00,-57.16,0.00,-57.16,3.40,1127.26,158.65,21.94,180.59,59.57,2.60,118.42,57.88,60.54,0.00,60.54,14.07,4516.50,948.57,42.08,990.72,276.09,19.46,695.10,285.48,409.66,-0.07,409.62
Gujarat Fluoroch,542812,FLUOROCHEM,Chemicals,3356.05,5750.94,36866.21,1664.31,23.50,40.28,0.12,43.96,946.79,163.09,13.50,176.59,67.55,34.19,74.85,22.11,0.00,52.74,44.97,17.23,1209.26,347.91,14.56,362.47,65.52,28.00,268.95,67.80,201.15,0.00,201.15,28.77,1461.34,535.79,24.25,560.04,57.20,22.98,479.86,122.63,357.23,0.00,357.23,36.66,5684.66,1965.29,172.30,2134.96,236.05,116.80,1784.74,461.70,1321.11,2.63,1323.04
Gujarat Gas,539336,GUJGASLTD,Miscellaneous,447.20,7085.24,30774.57,154.54,14.05,24.54,1.49,457.79,3845.40,496.62,28.25,524.87,117.92,7.79,399.16,102.91,0.00,296.25,20.59,12.91,3781.51,388.00,24.71,412.71,115.11,7.38,290.22,74.27,215.95,0.00,215.95,10.26,3976.46,642.74,19.03,661.77,106.41,13.09,542.27,137.86,404.41,0.00,404.41,16.16,16759.40,2421.66,100.93,2525.85,428.26,66.76,2027.57,499.19,1530.84,-3.26,1528.38
Gujarat Hotels,507960,,Hotels,160.10,41.59,60.68,0.00,10.62,13.22,1.25,0.76,0.66,0.53,0.69,1.22,0.01,0.00,1.21,0.29,0.00,0.92,100.00,80.30,0.65,0.55,0.73,1.28,0.01,0.00,1.27,0.01,1.26,0.00,1.26,84.62,0.69,0.58,0.49,1.07,0.01,0.00,1.06,0.15,0.91,0.00,0.91,84.06,3.66,3.25,1.97,5.22,0.05,0.00,5.17,0.92,4.25,0.00,4.25
Gujarat Intrux,517372,,Steel - Medium / Small,339.30,58.53,116.56,0.00,8.69,17.71,2.95,3.44,15.35,3.27,0.36,3.63,0.35,0.01,3.27,0.92,0.00,2.35,45.99,21.30,12.89,2.14,0.32,2.46,0.35,0.01,2.10,0.55,1.54,0.00,1.54,16.60,12.94,2.02,0.21,2.23,0.39,0.01,1.83,0.44,1.39,0.00,1.39,15.61,51.43,8.31,0.93,9.24,1.54,0.06,7.64,1.90,5.74,0.00,5.74
Gujarat Poly,517288,,Electronics - Components,73.78,8.19,63.09,0.39,19.35,21.53,0.00,0.00,3.99,0.22,0.16,0.38,0.05,0.01,0.32,0.00,0.00,0.33,35.09,5.51,4.84,0.59,0.19,0.78,0.05,0.01,0.72,0.00,0.72,0.00,0.72,12.19,3.98,0.29,2.85,3.14,0.05,0.00,3.09,0.00,3.08,0.00,3.08,7.29,15.97,1.10,4.44,1.46,0.22,0.02,5.30,0.00,1.22,4.08,5.30
Gulf Oil Lubric.,538567,GULFOILLUB,Chemicals,676.15,1201.19,3317.54,412.77,6.99,12.44,3.70,122.50,802.30,100.49,17.06,117.55,11.13,7.40,99.02,25.38,0.00,73.63,41.21,12.53,811.71,92.78,14.26,107.04,10.86,4.41,91.77,23.48,68.30,0.00,68.30,11.43,719.50,80.25,9.78,90.03,9.78,10.25,70.00,17.86,52.14,0.00,52.14,11.15,2999.10,342.84,47.12,389.96,39.61,37.64,312.71,80.40,232.30,0.00,232.30
Gulshan Polyols,532457,GULPOLY,Miscellaneous,218.05,579.09,1358.76,358.01,19.15,41.14,0.23,2.60,307.83,16.23,3.98,20.21,9.53,3.93,6.75,4.51,0.00,2.24,39.46,5.27,293.47,11.83,3.78,15.61,8.78,2.12,4.71,0.31,4.39,0.00,4.39,4.03,276.38,19.04,1.35,20.39,7.12,1.49,11.78,2.69,9.09,0.00,9.09,6.89,1179.73,88.19,7.06,92.60,28.73,6.13,60.39,15.02,43.37,2.65,45.36
GVK Power Infra.,532708,GVKPIL,Engineering - Turnkey Services,10.25,-970.37,1620.23,5805.88,5.51,12.14,0.00,0.00,379.63,347.68,16.12,363.80,57.61,134.92,171.27,15.12,0.00,156.15,100.00,91.58,497.17,449.70,15.14,464.84,57.04,133.00,274.80,-0.47,118.67,0.00,275.27,90.45,994.55,672.18,17.51,689.68,128.32,389.84,171.53,17.66,153.86,0.01,153.87,67.59,2120.36,1315.67,3300.70,1370.74,399.74,1073.71,3142.92,71.84,-25.84,3245.63,3071.08
GVP Infotech,,GVPTECH,Computers - Software - Medium / Small,10.15,167.18,165.30,0.00,42.80,47.50,0.00,0.00,4.56,0.00,0.21,0.21,0.08,0.00,0.13,0.00,0.00,0.13,5.70,0.00,13.34,0.35,0.01,0.36,0.09,0.01,0.26,0.00,0.26,0.00,0.26,2.62,2.51,-0.11,2.03,1.92,0.17,0.00,1.75,0.00,1.75,0.00,1.75,-4.38,17.68,1.08,3.80,4.88,0.33,0.03,4.52,0.03,4.49,0.00,4.49
H D I L,532873,HDIL,Construction,4.50,-2288.44,213.30,2483.64,-163.14,,0.00,0.00,0.44,-1.43,0.30,-1.13,0.66,0.00,-1.79,0.00,0.00,-1.79,100.00,-325.00,0.41,-1.61,0.23,-1.38,0.66,0.00,-2.04,0.00,-2.04,0.00,-2.04,-392.68,0.30,-1.93,0.24,-1.69,0.60,0.00,-2.29,0.00,-2.29,0.00,-2.29,-643.33,1.31,-18.44,1.37,-17.33,2.73,0.00,-19.80,0.00,-20.06,0.26,-19.80
H P C L,500104,HINDPETRO,Refineries,380.60,45054.36,53968.61,58010.14,3.85,3.24,0.00,0.00,95751.97,8240.01,1040.35,9280.36,1247.31,590.05,7443.00,1616.04,0.00,5826.96,13.57,8.61,112079.16,9645.62,1299.20,10944.82,1371.45,626.82,8946.55,2181.05,6765.50,0.00,6765.50,8.61,108462.49,-1770.67,280.17,-1490.50,1093.55,603.33,-3187.38,-711.69,-2475.69,0.00,-2475.69,-1.63,440709.25,-7191.70,3942.04,-3234.28,4560.15,2174.11,-9983.92,-3003.69,-6964.85,-15.38,-6980.23
H P Cotton Tex,502873,,Textiles - Cotton/Blended,149.65,17.43,58.69,45.32,-27.27,,0.00,0.00,22.49,2.83,0.58,3.41,0.88,1.66,0.87,-4.48,0.00,5.35,55.36,12.58,26.29,0.81,0.35,1.16,0.89,1.46,-1.19,-0.27,-0.92,0.00,-0.92,3.08,18.20,-1.62,0.50,-1.12,0.90,1.06,-3.08,-0.85,-2.23,0.00,-2.23,-8.90,83.98,-11.54,2.08,-9.84,3.97,5.35,-18.78,-0.72,-18.43,0.38,-18.05
H T Media,532662,HTMEDIA,Entertainment / Electronic Media Software,26.45,1729.48,617.01,1005.35,21.78,,0.00,0.00,393.99,-33.35,1.88,0.11,29.80,19.88,-81.15,-24.20,-31.58,-56.95,68.29,-8.46,393.42,-24.89,51.75,26.86,30.06,17.77,-20.97,-1.99,-18.41,0.00,-18.98,-6.33,409.25,-50.67,38.94,-11.73,33.32,20.97,-66.02,101.73,-155.89,0.00,-165.33,-12.38,1711.10,-135.74,148.73,3.12,131.70,77.08,-195.79,58.39,-236.20,9.87,-251.75
H U D C O,540530,HUDCO,Finance - Housing,109.75,15722.62,21976.79,63275.58,11.88,12.27,3.51,770.73,1864.80,1809.53,16.05,1825.58,2.44,1216.76,606.38,154.73,0.00,451.65,100.00,97.04,1842.61,1782.61,8.66,1791.27,2.48,1191.03,597.76,152.11,445.65,0.00,445.65,96.74,1738.61,1635.19,8.26,1643.45,2.85,1108.64,531.96,135.65,396.31,0.00,396.31,94.05,7081.99,6803.42,4.19,6807.54,11.31,4507.08,2289.22,587.79,1701.38,0.07,1701.43
H.G. Infra Engg.,541019,HGINFRA,Construction,870.00,2159.78,5673.82,1440.75,6.62,10.35,0.14,8.15,954.53,220.17,3.14,223.31,35.40,58.78,129.13,33.01,0.00,96.12,65.90,23.07,1351.16,280.73,5.58,286.31,31.06,52.31,202.94,52.56,150.39,0.00,150.39,20.78,795.70,161.07,4.34,165.41,24.12,33.49,107.80,25.87,81.93,0.00,81.93,20.24,4622.01,895.37,19.36,914.40,96.38,153.77,664.58,171.39,492.94,0.33,493.19
Halder Venture,539854,,Trading,310.75,53.03,98.22,199.70,11.80,23.33,0.32,0.32,120.89,6.88,0.10,6.98,1.22,3.22,2.54,0.52,0.00,2.01,23.42,5.69,136.45,5.74,1.34,7.08,1.21,3.83,2.04,1.06,0.98,0.00,0.98,4.21,56.96,-1.25,2.81,1.56,0.64,1.29,-0.37,0.00,-0.38,0.00,-0.38,-2.19,364.01,15.65,4.76,20.41,3.62,8.79,8.00,2.06,5.93,0.00,5.93
Haldyn Glass,515147,,Glass & Glass Products,145.35,186.68,781.29,96.79,21.35,32.11,0.48,3.77,46.43,-1.29,7.86,6.57,3.35,1.14,2.08,-0.81,0.00,2.89,78.27,-2.78,72.92,11.32,3.95,15.27,2.17,0.71,12.39,3.24,9.15,0.00,9.15,15.52,80.75,7.86,4.50,12.36,1.87,0.16,10.33,2.30,8.03,0.00,8.03,9.73,319.60,30.67,11.65,41.81,7.54,1.92,32.86,5.94,26.52,0.51,26.92
Hampton Sky,526407,,Textiles - Products,49.72,118.20,1363.36,44.03,519.72,,0.00,0.00,61.79,2.31,1.30,3.61,0.17,1.37,2.07,-0.57,0.00,2.64,11.10,3.74,34.36,2.88,0.49,3.37,0.16,0.50,2.71,-0.49,1.20,0.00,3.20,8.38,17.38,1.78,1.58,3.36,0.15,0.14,3.07,-0.31,1.73,0.00,3.39,10.24,72.01,-0.51,3.79,3.24,0.56,0.51,2.21,-3.10,5.29,0.04,5.31
Happiest Minds,543227,HAPPSTMNDS,Computers - Software - Medium / Small,925.70,1377.33,14084.04,538.91,37.01,63.87,0.58,77.38,370.01,71.77,22.27,94.04,8.68,11.19,74.17,19.64,0.00,54.53,100.00,19.40,357.05,81.31,13.93,95.24,7.55,10.11,77.58,20.14,57.44,0.00,57.44,22.77,337.65,83.38,4.11,87.49,7.39,4.51,75.59,20.28,55.31,0.00,55.31,24.69,1332.55,320.80,22.34,343.14,29.96,21.50,291.68,75.30,216.38,0.00,216.38
Hardwyn India,541276,HARDWYN,Trading,40.35,374.91,1406.00,5.07,98.99,150.37,0.00,0.00,36.34,2.07,0.08,2.15,0.06,0.19,1.90,0.55,0.00,1.35,10.13,5.70,27.16,1.44,0.20,1.64,0.06,0.16,1.42,0.41,1.00,0.00,1.00,5.30,34.87,1.98,0.01,1.99,0.07,0.31,1.61,0.45,1.16,0.00,1.16,5.68,124.45,13.19,0.71,13.90,0.27,0.86,12.77,3.74,9.03,0.00,9.03
Hariom Pipe,543517,HARIOMPIPE,Steel - Medium / Small,653.65,405.40,1805.55,414.07,19.10,31.34,0.00,0.00,302.15,35.84,0.94,36.78,9.38,7.17,20.23,5.45,0.00,14.78,16.23,11.86,240.12,28.12,1.11,29.23,5.19,4.29,19.75,4.31,15.44,0.00,15.44,11.71,127.06,16.04,0.18,16.22,1.85,1.95,12.42,3.15,9.27,0.00,9.27,12.62,643.72,81.88,0.75,82.62,9.42,10.38,62.83,16.62,46.21,0.01,46.21
Hariyana Ship,526931,,Miscellaneous,116.55,144.43,71.92,12.19,7.04,10.96,0.00,0.00,90.84,2.15,4.34,6.49,0.30,0.05,6.14,0.22,0.00,5.92,3.74,2.37,56.46,-5.31,2.98,-2.33,0.30,0.77,-3.40,0.07,-3.47,0.00,-3.47,-9.40,0.00,-0.60,1.28,0.68,0.22,0.27,0.19,-0.08,0.27,0.00,0.27,,54.05,0.69,7.99,8.68,0.81,2.21,5.66,1.48,4.18,0.00,4.18
Harri. Malayalam,500467,HARRMALAYA,Tea,169.35,149.14,315.13,104.40,20.47,115.01,0.00,1.84,121.73,1.03,1.52,2.55,1.29,3.41,-2.15,0.00,0.00,-2.15,74.40,0.85,95.85,-0.30,2.22,1.92,1.17,3.02,-2.27,0.00,-2.28,0.00,-2.28,-0.31,128.17,7.93,1.77,9.70,0.94,3.00,5.76,0.00,5.76,0.00,5.76,6.19,484.69,27.24,7.12,34.06,4.36,12.23,17.77,0.00,17.47,0.30,17.77
Harsha Engg Intl,543600,HARSHA,Auto Ancillaries,397.50,1111.77,3633.18,167.09,18.26,33.23,0.25,0.00,339.49,35.24,6.65,41.89,9.76,2.48,29.65,9.26,0.00,20.39,41.95,10.38,347.96,41.82,4.00,45.82,9.56,2.62,33.64,9.06,24.58,0.00,24.58,12.02,321.97,47.95,4.27,52.22,8.96,5.58,37.68,9.61,28.07,0.00,28.07,14.89,1364.02,189.76,29.32,218.52,36.12,15.84,167.12,43.84,122.87,0.56,123.28
Haryana Capfin,532855,,Finance & Investments,154.85,293.83,80.68,0.00,21.33,28.81,0.00,0.00,3.24,3.12,0.00,3.12,0.00,0.00,3.12,0.79,0.00,2.33,100.00,96.30,0.37,0.20,0.00,0.20,0.00,0.00,0.20,0.05,0.15,0.00,0.15,54.05,1.71,1.59,0.00,1.59,0.00,0.00,1.59,0.40,1.19,0.00,1.19,92.98,2.76,2.15,0.00,2.15,0.00,0.00,2.15,0.56,1.59,0.00,1.59
Hathway Cable,533162,HATHWAY,Entertainment / Electronic Media Software,23.20,4226.97,4116.21,6.86,8.66,68.48,0.00,0.00,483.79,82.63,44.16,126.81,92.68,0.18,33.93,13.90,-0.02,20.03,100.00,17.08,499.23,77.53,45.92,123.45,92.03,0.12,31.30,8.94,22.36,0.00,22.36,15.53,473.22,84.61,44.60,129.72,91.20,0.00,38.01,7.77,30.63,-0.51,30.24,17.88,1858.44,321.51,126.35,446.34,357.07,0.35,90.44,25.07,64.19,1.52,65.37
Hatsun Agro,531531,HATSUN,Food - Processing - Indian,1078.40,1465.24,24095.94,1973.49,31.67,105.15,0.56,133.68,1905.40,218.82,14.12,232.94,99.51,32.16,101.27,23.69,0.00,77.57,30.01,11.48,2150.64,237.89,2.22,240.11,97.47,33.57,109.07,28.91,80.16,0.00,80.16,11.06,1747.73,176.72,3.07,179.79,89.61,32.36,57.82,15.33,42.48,0.00,42.48,10.11,7246.97,701.44,10.56,705.51,361.52,125.92,224.56,58.71,161.25,6.49,165.86
Havells India,517354,HAVELLS,Electric Equipment,1372.40,6899.24,86018.77,268.49,43.52,73.04,0.55,469.88,3900.33,373.35,52.48,425.83,81.18,9.33,335.32,86.24,0.00,249.08,33.29,9.57,4833.80,401.97,64.84,466.81,76.29,8.47,382.05,94.98,287.07,0.00,287.07,8.32,3679.49,286.85,43.77,330.62,72.10,6.83,251.69,64.68,187.01,0.00,187.01,7.80,16910.73,1620.72,177.57,1798.43,296.17,55.06,1447.06,375.33,1071.83,-0.14,1071.73
Hawkins Cookers,508486,,Domestic Appliances,7445.20,279.18,3938.51,43.46,26.97,40.65,1.34,52.90,271.55,48.35,2.41,50.76,2.17,1.29,47.30,12.10,0.00,35.20,51.57,17.81,203.43,29.07,2.13,31.20,2.05,1.20,27.95,7.15,20.80,0.00,20.80,14.29,297.33,43.82,0.75,44.57,1.85,1.39,41.33,10.51,30.82,0.00,30.82,14.74,1005.80,135.33,4.16,139.49,7.72,4.86,126.91,32.14,94.78,0.00,94.78
Haz.Multi Proj.,532467,,Construction,293.75,144.65,445.32,0.15,4.79,6.91,1.02,3.43,112.25,18.55,0.07,18.62,0.05,0.00,18.57,4.79,0.00,13.79,100.00,16.53,162.40,27.39,0.12,27.51,0.05,0.22,27.24,6.90,20.34,0.00,20.34,16.87,189.34,12.89,0.16,13.05,0.03,0.38,12.64,3.18,9.46,0.00,9.46,6.81,775.81,62.69,0.39,63.08,0.12,1.71,61.25,15.66,45.58,0.00,45.58
HB Estate Devel.,532334,,Hotels,45.91,143.16,89.34,324.51,10.81,,0.00,0.00,24.38,7.17,0.73,7.90,1.86,6.29,-0.25,0.68,0.00,-0.93,90.40,29.41,23.93,7.18,0.22,7.40,1.83,6.22,-0.65,0.55,-1.21,0.00,-1.21,30.00,21.34,6.29,0.41,6.70,1.80,6.12,-1.22,-0.15,-1.06,0.00,-1.06,29.48,95.42,32.03,2.27,34.37,7.23,24.52,2.55,14.18,-11.96,-0.07,-11.63
HB Portfolio,532333,,Finance & Investments,72.43,258.36,77.96,1.10,13.36,27.07,1.38,0.88,5.88,2.82,0.00,2.82,0.11,0.02,2.69,0.68,0.00,2.51,100.00,47.96,4.85,1.59,0.21,1.80,0.11,0.02,1.67,0.56,0.99,0.00,1.00,32.78,3.84,1.36,0.01,1.37,0.09,0.02,1.26,-0.12,1.45,0.00,1.45,35.42,23.06,3.97,0.03,4.00,0.36,0.09,3.55,0.60,3.06,0.00,3.06
HB Stockholdings,532216,HBSL,Finance & Investments,72.05,85.46,51.40,1.10,2.88,3.11,1.39,0.77,13.10,12.07,0.00,12.07,0.09,0.02,11.96,1.28,0.00,10.69,100.00,92.14,10.38,9.88,0.00,9.88,0.09,0.03,9.76,0.00,9.76,0.00,9.76,95.18,8.16,7.70,0.00,7.70,0.06,0.00,7.64,0.02,7.62,0.00,7.62,94.36,0.25,-1.80,0.00,-1.80,0.27,0.04,-2.11,-0.10,-2.01,0.00,-2.01
HBL Power System,517271,HBLPOWER,Dry Cells,440.30,1059.47,12208.92,106.87,44.06,68.23,0.10,12.47,556.58,100.84,3.25,104.20,10.01,3.40,90.68,23.52,-0.11,68.42,47.94,18.12,467.43,77.93,2.73,80.65,9.50,2.08,69.08,17.57,51.72,0.01,51.73,16.67,313.88,33.27,6.14,37.55,8.44,1.05,29.92,10.39,18.72,1.86,19.94,10.60,1368.68,151.44,20.37,170.48,35.46,6.55,129.80,31.36,97.43,1.33,98.44
HCL Infosystems,500179,HCL-INSYS,Computers - Hardware,19.55,-254.49,643.61,355.01,-20.30,,0.00,0.00,5.99,-15.40,20.50,-6.86,0.14,0.12,4.84,0.00,11.96,4.84,80.97,-257.10,11.30,-11.02,5.42,-5.60,0.14,0.15,-5.89,0.00,-5.89,0.00,-5.89,-97.52,6.93,-16.38,6.75,-9.63,0.14,0.32,-10.09,0.00,-10.09,0.00,-10.09,-236.36,31.41,-71.38,37.23,-48.01,0.58,4.01,-38.74,0.05,-52.65,13.86,-38.79
HCL Technologies,532281,HCLTECH,Computers - Software - Large,1488.30,65683.00,403874.78,5268.00,15.73,26.16,3.23,13032.00,26672.00,5929.00,365.00,6294.00,1010.00,156.00,5128.00,1295.00,0.00,3833.00,98.49,22.23,26296.00,5365.00,344.00,5709.00,927.00,86.00,4696.00,1165.00,3531.00,0.00,3531.00,20.40,24686.00,5425.00,236.00,5661.00,998.00,79.00,4584.00,1097.00,3487.00,0.00,3487.00,21.98,101456.00,22628.00,1358.00,23721.00,4145.00,353.00,19488.00,4643.00,14643.44,265.00,14845.00
HCP Plastene,526717,,Packaging,280.00,49.18,298.90,134.04,30.74,,0.00,0.00,78.87,4.84,0.89,5.73,1.89,2.72,1.12,0.16,0.00,0.96,31.52,6.14,59.37,1.38,0.25,1.63,1.80,2.50,-2.67,-0.53,-1.51,0.00,-2.14,2.32,93.80,4.10,0.10,4.20,1.82,2.06,0.32,0.18,0.12,0.00,0.12,4.37,351.35,17.74,0.52,18.10,7.39,9.69,1.18,0.42,0.88,0.16,0.76
HDFC AMC,541729,HDFCAMC,Finance & Investments,3122.05,6025.23,66666.18,0.00,30.10,40.14,1.54,1024.42,643.08,482.24,122.14,604.38,12.98,2.27,589.13,151.57,0.00,437.56,100.00,74.99,574.54,428.57,158.03,586.60,12.90,2.34,571.36,93.85,477.51,0.00,477.51,74.59,544.72,404.57,104.21,508.78,13.22,2.43,493.13,129.00,364.13,0.00,364.13,74.27,2478.28,1929.35,4.29,1933.53,53.34,9.69,1870.61,446.69,1423.84,0.11,1423.92
HDFC Bank,500180,HDFCBANK,Banks - Private Sector,1652.90,289637.71,1254404.83,2139211.91,17.60,18.53,1.15,10601.43,75039.10,29689.77,32527.52,62217.29,0.00,41249.91,20967.38,3655.00,0.00,17312.38,100.00,39.57,51168.14,32698.33,9853.15,42551.48,0.00,25954.76,16596.72,4193.47,12370.38,0.00,12403.25,63.90,40929.79,25014.88,8252.31,33267.19,0.00,18310.79,14956.40,3793.81,11125.21,0.00,11162.59,61.12,170754.05,107711.75,33912.05,141530.42,2345.47,77779.94,61498.39,15349.69,45927.49,93.38,46148.70
HDFC Life Insur.,540777,HDFCLIFE,Finance & Investments,666.05,13667.73,143287.31,950.00,165.29,97.29,0.29,408.39,23141.62,-414.26,134.99,-279.27,0.00,0.00,-279.27,-657.47,0.00,378.20,100.00,-1.79,23371.42,326.05,113.82,439.87,0.00,0.00,439.87,23.15,416.72,0.00,416.72,1.40,23082.99,267.87,87.04,354.91,0.00,0.00,354.91,25.89,329.02,0.00,329.02,1.16,70207.08,79.93,1437.32,1517.25,75.93,0.00,1441.32,73.05,1368.28,0.00,1368.28
Health.Global,539787,HCG,Healthcare,365.80,857.77,5114.39,980.19,18.29,210.64,0.00,0.00,486.94,84.62,3.40,88.02,43.21,26.89,17.92,7.14,0.00,10.78,75.18,17.38,460.68,74.31,2.77,77.08,41.01,25.55,10.52,6.87,3.65,0.00,3.65,16.13,420.00,74.69,1.97,76.66,40.83,25.81,10.02,4.73,5.29,0.00,5.29,17.78,1691.41,296.95,14.90,313.17,163.47,103.50,44.88,27.25,18.15,-1.32,17.63
HEC Infra Proj.,,HECPROJECT,Engineering - Turnkey Services,79.05,30.82,80.14,36.39,19.99,59.81,0.00,0.00,15.27,1.32,0.08,1.40,0.06,0.70,0.64,0.00,0.00,0.64,66.93,8.64,13.26,0.81,0.09,0.90,0.06,0.58,0.26,0.07,0.20,0.00,0.20,6.11,8.83,0.84,0.09,0.93,0.07,0.64,0.22,0.00,0.23,0.00,0.23,9.51,51.68,3.31,1.34,4.65,0.22,3.23,1.20,0.41,0.79,0.00,0.79
HEG,509631,HEG,Electrodes - Graphites,1824.50,4349.04,7047.81,685.98,11.45,16.04,2.33,164.05,614.17,101.85,28.02,129.87,38.48,8.53,82.86,21.70,0.00,95.98,42.30,16.58,671.43,151.17,26.12,177.29,38.34,8.85,130.10,32.79,139.12,0.00,139.12,22.51,598.14,178.79,19.57,198.36,23.17,6.88,168.31,38.42,168.93,0.00,168.93,29.89,2462.56,618.74,186.95,806.03,102.30,26.01,677.38,144.96,532.67,-0.34,532.41
