Name,BSE Code,NSE Code,Industry,Current Price,Net worth,Market Capitalization,,
Systango Tech,,SYSTANGO,Computers - Software - Medium / Small,250.7,69.53,367.74,,
Kothari Products,530299,KOTHARIPRO,Trading,123.6,958.12,366.73,,
Remsons Ind,530919,REMSONSIND,Auto Ancillaries,638.7,44.52,365.65,,
Delphi World,533452,DELPHIFX,Finance & Investments,326.15,214.93,364.24,,
Sadbhav Engg.,532710,SADBHAV,Construction,21.25,125.87,362.74,,
Quest Capital,500069,,Finance & Investments,362.2,829.7,362.2,,500069
Rana Sugars,507490,RANASUG,Sugar,23.5,513.18,361.48,,
Drone Destinatio,,DRONE,Miscellaneous,148.75,35.9,361.46,,
Solex Energy,,SOLEX,Electric Equipment,451,38.23,360.8,,
Lak. Electrical,504258,,Electric Equipment,1464.7,272.76,360.32,,504258
Frontier Springs,522195,,Auto Ancillaries,911.4,80.49,359.09,,522195
SRG Housing,534680,SRGHFL,Finance - Housing,274.85,143.37,358.83,,
Indag Rubber,509162,,Miscellaneous,136.55,219.9,358.45,,509162
Shreyans Inds.,516016,SHREYANIND,Paper,260.1,346.32,357.01,,
Shri Keshav,530977,,Cement - South India,227.25,76.41,356.51,,530977
Shish Industries,540693,,Plastics Products,101.75,43.62,356.2,,540693
Talbros Engg.,538987,,Auto Ancillaries,701.3,128.5,356.01,,538987
Euro India Fresh,,EIFFL,Food - Processing - Indian,143.45,65.73,355.76,,
Megastar Foods,541352,MEGASTAR,Food - Processing - Indian,356.85,49.59,354.97,,
Sheetal Cool,540757,SCPL,Food - Processing - Indian,337.95,104.74,354.6,,
AYM Syntex,508933,AYMSYNTEX,Textiles - Processing,69.9,404.74,353.78,,
Dynemic Products,532707,DYNPRO,Dyes And Pigments,293.75,194.61,353.16,,
Proventus Agro,,PROV,Trading,1030,116.4,353.04,,
Inspirisys Sol.,532774,INSPIRISYS,Computers - Software - Medium / Small,89.2,-8.71,352.86,,
Career Point,533260,CAREERP,Miscellaneous,194.35,505.47,352.69,,
Goldstar Power,,GOLDSTAR,Auto Ancillaries,14.6,22.89,351.43,,
Dev Information,543462,DEVIT,Computers - Software - Medium / Small,158.85,44.74,351.18,,
Softsol India,532344,,Computers - Software - Medium / Small,207.9,151.51,349.69,,532344
Anmol India,542437,ANMOL,Trading,61.25,91.55,349.14,,
Star Paper Mills,516022,STARPAPER,Paper,223.4,620.71,348.8,,
VL E-Governance,543958,VLEGOV,Computers - Software - Medium / Small,32.85,2612.92,348.25,,
RPP Infra Proj.,533284,RPPINFRA,Construction,92,413.06,347.9,,
Tine Agro,531205,,Trading,138.25,5.17,347.19,,531205
CWD,543378,,Electronics - Components,960,19.36,346.69,,543378
Spel Semiconduct,517166,,Electronics - Components,75.02,41.7,345.99,,517166
Coastal Corporat,501831,COASTCORP,Aquaculture,260.1,263.02,345.95,,
Ponni Sug.Erode,532460,PONNIERODE,Sugar,401.95,594.71,345.85,,
Rudrabhish. Ent.,,REPL,Miscellaneous,199.25,116.38,345.55,,
Super Sales Ind.,512527,,Textiles - Cotton/Blended,1121.4,543.59,344.27,,512527
Amic Forging,544037,,Castings & Forgings,328.15,19.92,344.17,,544037
Sintercom India,,SINTERCOM,Auto Ancillaries,125,99.98,344.1,,
Emk.Global Fin.,532737,EMKAY,Finance & Investments,138.85,216.71,343.65,,
SKP Bearing,,SKP,Bearings,207,47.2,343.62,,
Brooks Lab.,533543,BROOKS,Pharmaceuticals - Indian - Bulk Drugs & Formln,132.65,77.57,343.17,,
Pradeep Metals,513532,,Castings & Forgings,198.55,99.43,342.9,,513532
Natural Capsules,524654,,Pharmaceuticals - Indian - Bulk Drugs & Formln,366.85,126.21,341.96,,524654
Alankit,531082,ALANKIT,Computers - Software - Medium / Small,15.2,168.85,340.68,,
Take Solutions,532890,TAKE,Miscellaneous,22.95,101.89,340.44,,
Hindustan Motors,500500,HINDMOTORS,Automobiles - Passenger Cars,16.2,-11,338.02,,
IL&FS Engg.,532907,IL&FSENGG,Construction,25.5,-3093.13,337.88,,
Modi Naturals,519003,,Solvent Extraction,257.9,79.94,337.72,,519003
Growington Vent,539222,,Trading,210.2,18.2,337.49,,539222
Indian Toners,523586,,Dyes And Pigments,310.15,200.18,336.52,,523586
Intl. Travel Hse,500213,,Travel Agencies,420.35,131.53,335.86,,500213
Zodiac Cloth. Co,521163,ZODIACLOTH,Textiles - Products,128.35,261.8,334.51,,
Asahi Songwon,532853,ASAHISONG,Dyes And Pigments,286.15,237.77,333.98,,
Bambino Agro Ind,519295,,Food - Processing - Indian,416.85,91.58,333.9,,519295
Titan Biotech,524717,,Pharmaceuticals - Indian - Bulk Drugs & Formln,403.9,116.07,333.77,,524717
Electrotherm(I),526608,ELECTHERM,Steel - Medium / Small,260.35,-990.57,332.32,,
Mahindra EPC,523754,MAHEPC,Plastics Products,118.6,162.02,332.26,,
ROX Hi-Tech,,ROXHITECH,Trading,145.4,25.31,332.04,,
Panorama Studios,539469,,Entertainment / Electronic Media Software,265.65,68.27,330.64,,539469
DCM Nouvelle,542729,DCMNVL,Textiles - Cotton/Blended,176.65,313.48,329.24,,
Sakthi Sugars,507315,SAKHTISUG,Sugar,27.65,54.14,329.07,,
KN Agri Resource,,KNAGRI,Solvent Extraction,130.6,282.2,326.49,,
GSS Infotech,532951,GSS,Computers - Software - Medium / Small,192.65,228.44,325.96,,
Uravi T & Wedge,543930,URAVI,Auto Ancillaries,297.55,24.59,325.34,,
Birla Precision,522105,,Engineering,49.77,137.49,324.85,,522105
Rudra Global,539226,,Steel - Medium / Small,32.34,105.09,324.51,,539226
Shera Energy,,SHERA,Mining / Minerals / Metals,142.35,94.12,324.39,,
Suraj,531638,,Steel - Medium / Small,176.5,112.35,324.13,,531638
Loyal Textile,514036,LOYALTEX,Textiles - Composite,657.6,307.05,323.58,,
Hind.Urban Infra,539984,,Electric Equipment,2227.55,366.7,321.41,,539984
Riddhi Siddhi Gl,524480,,Trading,448.15,1501.55,319.52,,524480
Ashima,514286,ASHIMASYN,Textiles - Cotton/Blended,16.7,217.43,319.35,,
Tips Films,543614,TIPSFILMS,Entertainment / Electronic Media Software,720.75,86.85,319.24,,
Inv.& Prec.Cast.,504786,,Castings & Forgings,636.1,83.69,318.05,,504786
Infinium Pharma,,INFINIUM,Pharmaceuticals - Indian - Bulk Drugs,227.7,45.09,316.87,,
Sarthak Metals,540393,SMLT,Mining / Minerals / Metals,230.55,113.97,315.1,,
Mangalam Organic,514418,MANORG,Chemicals,367.2,276.76,314.53,,
Precot,,PRECOT,Textiles - Cotton/Blended,261.1,400.9,313.32,,
Toyam Sports,538607,,Miscellaneous,5.54,325.24,313.19,,538607
Sah Polymers,543743,SAH,Packaging,121.55,86.89,313.16,,
Laxmi Goldorna,,LGHL,Diamond Cutting / Jewellery,149.8,32.1,312.66,,
Pasupati Acrylon,500456,PASUPTAC,Textiles - Manmade,35,307.41,311.52,,
Dai-ichi Karkari,526821,,Chemicals,417.8,178.63,311.26,,526821
Murudesh.Ceramic,515037,MURUDCERA,Ceramics - Tiles / Sanitaryware,53.6,348.78,308.97,,
Vishwaraj Sugar,542852,VISHWARAJ,Sugar,16.45,236.9,308.53,,
Elgi Rubber Co,,ELGIRUBCO,Miscellaneous,61.5,199.66,308.12,,
Gretex Corporate,543324,,Finance & Investments,264.7,62.99,304.81,,543324
Reliance Capital,500111,RELCAPITAL,Finance & Investments,12.05,-11491.36,304.51,,
Bannari Amm Spg.,532674,BASML,Textiles - Cotton/Blended,46.85,413.7,304.39,,
Aban Offshore,523204,ABAN,Oil Drilling / Allied Services,52.05,-23068.51,304.35,,
Premier Polyfilm,514354,PREMIERPOL,Plastics Products,144.9,83.07,303.55,,
Mahalaxmi Rubtec,514450,MHLXMIRU,Textiles - Products,285.8,91.62,303.52,,
IZMO,532341,IZMO,Computers - Software - Medium / Small,225.7,283.69,303.44,,
Alphalogic Tech.,542770,,Computers - Software - Medium / Small,86.24,35.79,303.07,,542770
Guj. Toolroom,513337,,Engineering,54.55,9.54,303.04,,513337
PPAP Automotive,532934,PPAP,Auto Ancillaries,215.85,292.6,302.92,,
North Eastn.Car.,534615,NECCLTD,Miscellaneous,32.25,148.06,302.66,,
Ucal,500464,UCAL,Auto Ancillaries,136.6,386.08,302.55,,
Variman Global,540570,,Computers - Software - Medium / Small,15.53,33.92,302.19,,540570
Prime Industries,519299,,Finance & Investments,191.25,20.26,302.17,,519299
Waterbase,523660,WATERBASE,Aquaculture,72.9,181.39,302,,
Ashapuri Gold,542579,,Diamond Cutting / Jewellery,12.02,84.8,300.48,,542579
Panasonic Energy,504093,,Dry Cells,400.2,97.51,300.15,,504093
Jay Shree Tea,509715,JAYSREETEA,Tea,102.85,249.38,299.39,,
Gennex Lab.,531739,,Pharmaceuticals - Indian - Bulk Drugs,16.86,86.39,299.18,,531739
Apollo Finvest,512437,,Finance & Investments,800.7,56.79,298.76,,512437
Tembo Global,,TEMBO,Trading,268.8,46.64,298.47,,
M K Exim India,538890,,Trading,110.6,69.11,297.64,,538890
Mcleod Russel,532654,MCLEODRUSS,Tea,28.5,567.94,297.5,,
Jenburkt Pharma,524731,,Pharmaceuticals - Indian - Formulations,672,130.4,296.57,,524731
Virinchi,532372,VIRINCHI,Computers - Software - Medium / Small,32.3,431.39,296.35,,
Saraswati Commer,512020,,Finance & Investments,2875.1,500.43,296.12,,512020
Milkfood,507621,,Food - Processing - Indian,576.8,137.68,295.77,,507621
Ambalal Sarabhai,500009,,Trading,38.49,127.03,294.96,,500009
Cosmo Ferrites,523100,,Electronics - Components,245.1,32.15,294.85,,523100
Shreeji Translog,540738,,Miscellaneous,56,48.6,293.51,,540738
Upsurge Seeds,,USASEEDS,Miscellaneous,415.35,41.45,293.23,,
Indian Terrain,533329,INDTERRAIN,Textiles - Products,65.8,200.44,292.44,,
LGB Forge,533007,LGBFORGE,Castings & Forgings,12.25,25.75,292.25,,
Manomay Tex Indi,540396,MANOMAY,Textiles - Products,162.1,121.13,291.77,,
Nila Infrastruct,530377,NILAINFRA,Construction,7.4,135.35,291.48,,
Multibase India,526169,,Plastics Products,230.85,127.86,291.34,,526169
Aaron Industries,,AARON,Engineering,277.25,32.32,290.37,,
Harri. Malayalam,500467,HARRMALAYA,Tea,157.15,149.14,289.93,,
Maral Overseas,521018,MARALOVER,Textiles - Cotton/Blended,69.7,124.75,289.91,,
Scan Steels,511672,,Steel - Medium / Small,55.37,374.92,289.87,,511672
Modi's Navnirman,543539,,Construction,170.6,33.39,288.65,,543539
Airan,543811,AIRAN,Computers - Software - Medium / Small,23.1,108,288.19,,
Shalibhadra Fin.,511754,,Finance & Investments,411.6,90.35,288.12,,511754
Sakthi Finance,511066,,Finance & Investments,44.47,210.07,287.75,,511066
Manaksia Steels,539044,MANAKSTEEL,Steel - Medium / Small,43.9,311.9,286.89,,
Pritika Auto,539359,PRITIKAUTO,Auto Ancillaries,31.3,168.78,286.72,,
Paragon Fine,,PARAGON,Chemicals,146.35,17.46,286.35,,
Technvision Ven.,501421,,Computers - Software - Medium / Small,455.95,-11.3,286.34,,501421
Josts Engg. Co.,505750,,Engineering,613,38.89,285.93,,505750
Commerl. Synbags,539986,,Packaging,71.56,125.42,285.9,,539986
Fluidomat,522017,,Engineering,577.05,54.2,284.48,,522017
HCP Plastene,526717,,Packaging,266,49.18,283.96,,526717
KM Sugar Mills,532673,KMSUGAR,Sugar,30.8,292.96,283.8,,
R&B Denims,538119,,Textiles - Cotton/Blended,40.54,86.88,283.67,,538119
Vadilal Enterp.,519152,,Trading,3290,24.8,282.94,,519152
Panchmahal Steel,513511,,Steel - Medium / Small,148.25,154.74,282.86,,513511
MEP Infrast.,539126,MEP,Construction,15.35,-397.44,282.58,,
Shardul Sec.,512393,,Finance & Investments,161.4,517.73,282.45,,512393
Frog Cellsat,,FROG,Telecommunications - Equipment,183.2,121.15,281.67,,
Sh. Bajrang All.,526981,,Steel - Medium / Small,312.2,279.08,280.98,,526981
Comfort Intech,531216,,Breweries & Distilleries,8.77,133.01,280.59,,531216
LKP Finance,507912,,Finance & Investments,222.9,331.5,280.15,,507912
Ravinder Heights,543251,RVHL,Construction,45.45,245.37,280.14,,
RBM Infracon,,RBMINFRA,Construction,330.85,19.39,279.27,,
Mangalam World.,,MWL,Steel - Medium / Small,113.85,146.69,278.94,,
Equippp Social,590057,EQUIPPP,Computers - Software - Medium / Small,26.8,6.15,278.47,,
Priti Internati.,,PRITI,Textiles - Products,239.65,50.66,278.44,,
Hilton Met.Forg.,532847,HILTON,Castings & Forgings,132.5,96.86,278.05,,
Captain Pipes,538817,,Plastics Products,19.53,23.61,277.73,,538817
Keltech Energies,506528,,Chemicals,2762,89.17,276.21,,506528
Zeal Global Serv,,ZEAL,Miscellaneous,207.5,56.91,276.17,,
Guj Apollo Inds,522217,GUJAPOLLO,Engineering,233,483.11,275.45,,
Lakshmi Mills,502958,,Textiles - Composite,3950.65,847.29,274.97,,502958
Raj Television,532826,RAJTV,Entertainment / Electronic Media Software,52.45,144.01,273.89,,
Integra Essentia,535958,ESSENTIA,Trading,6,111.66,273.72,,
Surani Steel Tub,,SURANI,Steel - Medium / Small,296,75.01,273.44,,
Himachal Fibres,514010,,Textiles - Cotton/Blended,31.51,19.29,271.77,,514010
TRF,505854,TRF,Engineering,245.95,48.88,271.13,,
Jay Ushin,513252,,Auto Ancillaries,699.5,102.36,270.01,,513252
Goyal Salt,,GOYALSALT,Food - Processing - Indian,150.5,16.55,269.4,,
Intl. Combustion,505737,,Engineering,1127.05,111.22,269.37,,505737
Confidence Fut.,539991,,Trading,107.55,150.59,269.09,,539991
Sh. Dinesh Mills,503804,,Textiles - Products,479.7,161.02,268.66,,503804
Kalyani Cast-Tec,544023,,Castings & Forgings,374,14.24,268.55,,544023
Shree Rama News.,500356,RAMANEWS,Paper,18.15,117.41,268.31,,
Kerala Ayurveda,530163,,Pharmaceuticals - Indian - Formulations,241.4,5.23,268.21,,530163
Majestic Auto,500267,,Construction,257.9,503.36,268.21,,500267
Kritika Wires,,KRITIKA,Steel - Medium / Small,10.05,61.77,267.61,,
Bhatia Communic.,540956,,Trading,21.37,60.62,267.45,,540956
Cosmic CRF,543928,,Steel - Medium / Small,384.2,112.39,265.95,,543928
Alpine Housing,526519,,Construction,152.65,77.42,264.42,,526519
Baid Finserv,511724,BAIDFIN,Finance & Investments,22.05,162,264.16,,
Ruchi Infrastr.,509020,RUCHINFRA,Miscellaneous,12.2,185.08,263.55,,
Krishca Strapp.,,KRISHCA,Steel - Medium / Small,217.8,30.18,262.89,,
Kinetic Engg.,500240,,Auto Ancillaries,131.4,11.33,261.17,,500240
Caprihans India,509486,,Plastics Products,198.4,518.84,260.5,,509486
Ginni Filaments,590025,GINNIFILA,Textiles - Cotton/Blended,30.25,258.89,259.91,,
Kundan Edifice L,,KEL,Electric Equipment,252.5,32.12,259.37,,
Par Drugs & Che.,,PAR,Pharmaceuticals - Indian - Bulk Drugs,210.7,78.59,259.26,,
Vijay Solvex,531069,,Solvent Extraction,809.4,322.6,259.21,,531069
Dhatre Udyog,540080,,Steel - Medium / Small,237.4,65.02,258.66,,540080
Pil Italica Life,500327,PILITA,Plastics Products,11.05,71.81,258.26,,
Ajanta Soya,519216,,Miscellaneous,32.08,125,258.19,,519216
Indokem,504092,,Dyes And Pigments,105.65,56.58,257,,504092
Superhouse Ltd,523283,SUPERHOUSE,Leather / Leather Products,232.3,445.79,256.16,,
Mercantile Vent.,538942,,Miscellaneous,22.86,354.49,255.84,,538942
NILE,530129,,Mining / Minerals / Metals,851.55,213.32,255.47,,530129
Robust Hotels,543901,RHL,Hotels,147.55,696.18,255.39,,
GP Petroleums,532543,GULFPETRO,Chemicals,50.05,290.32,255.35,,
IRIS Business,540735,IRIS,Computers - Software - Medium / Small,131.7,34.61,255.17,,
Madhav Infra,539894,,Construction,9.45,185.34,254.75,,539894
Narmada Gelatine,526739,,Chemicals,419.5,100.92,253.78,,526739
Pooja Entertain,532011,,Entertainment / Electronic Media Software,72.5,44.32,253.77,,532011
Salasar Exterior,,SECL,Construction,24.65,11.87,253.77,,
Nitin Castings,508875,,Castings & Forgings,493.5,66.34,253.72,,508875
SEL Mfg. Co,532886,SELMC,Textiles - Cotton/Blended,76.7,16.27,253.3,,
Bhagyanagar Ind,512296,BHAGYANGR,Mining / Minerals / Metals,79.35,188.16,253.2,,
Eastern Logica,543746,,Trading,888,55.78,253.14,,543746
Rajnandini Metal,,RAJMET,Mining / Minerals / Metals,9.15,52.58,252.98,,
S J Logistics (I,,SJLOGISTIC,Miscellaneous,174.6,48.72,252.88,,
Universal Auto.,539314,,Castings & Forgings,202.2,62.62,251.43,,539314
Shriram AMC,531359,,Finance & Investments,310,78.87,251.28,,531359
Hindcon Chemical,,HINDCON,Chemicals,49.05,46.45,251.09,,
Sejal Glass,532993,SEJALLTD,Glass & Glass Products,248.1,28.1,250.87,,
Compucom Soft.,532339,COMPUSOFT,Computers - Education,31.5,140.63,250.76,,
Aries Agro,532935,ARIES,Fertilizers,192.15,259.44,249.38,,
Markolines Pavem,543364,,Miscellaneous,130.15,85.82,248.69,,543364
Ovobel Foods,530741,,Food - Processing - Indian,236.45,78.18,248.29,,530741
Channel Nine,535142,,Entertainment / Electronic Media Software,10.62,31.4,247.34,,535142
India Gelatine,531253,,Chemicals,348.45,151.89,247.13,,531253
Lorenzini Appar.,540952,LAL,Textiles - Processing,242.55,18.02,246.31,,
MANGALAM SEEDS,539275,,Miscellaneous,224.2,62.3,246.18,,539275
VTM,532893,,Textiles - Processing,61.08,254.6,245.71,,532893
Kanpur Plastipa.,507779,KANPRPLA,Packaging,114.25,183.94,244.65,,
Sundaram Brake,590072,SUNDRMBRAK,Auto Ancillaries,628.3,91.76,244.62,,
Batliboi,522004,,Engineering,84.14,140.82,244.39,,522004
Visa Steel,532721,VISASTEEL,Mining / Minerals / Metals,21.1,-810.5,244.32,,
Spectrum Talent,,SPECTSTM,Diversified - Medium / Small,105.55,133.57,243.75,,
Kody Technolab,,KODYTECH,Computers - Software - Medium / Small,381.7,30.07,243.29,,
CG-VAK Software,531489,,Computers - Software - Medium / Small,480.75,59.08,242.79,,531489
Competent Auto,531041,,Trading,394.7,320.15,242.74,,531041
Eco Friendly,534839,,Food - Processing - Indian,9.8,43.85,242.7,,534839
Mangalam Global,,MGEL,Solvent Extraction,16.8,124.37,242.22,,
Tara Chand Infra,,TARACHAND,Miscellaneous,170.5,79.68,241.18,,
Asian Hotels (E),533227,AHLEAST,Hotels,138.8,209.32,241.16,,
Hind.Organ.Chem.,500449,,Chemicals,35.79,-13.89,240.4,,500449
Ducon Tech,534674,DUCON,Engineering - Turnkey Services,9.35,119.72,240.36,,
Aurangabad Dist.,,AURDIS,Breweries & Distilleries,292.5,75.77,239.85,,
Samor Reality,543376,,Construction,111.55,27.45,239.83,,543376
Softtech Enginee,543470,SOFTTECH,Computers - Software - Medium / Small,230.35,123.67,239.73,,
Vital Chemtech,,VITAL,Chemicals,99.85,87.89,239.15,,
Almondz Global,531400,ALMONDZ,Finance & Investments,89.1,220.21,238.68,,
Bodhi Tree,543767,BTML,Entertainment / Electronic Media Software,190.7,26.24,238.55,,
Canarys,,CANARYS,Computers - Software - Medium / Small,42.4,19.32,238.22,,
Vibrant Glo. Cap,538732,,Finance & Investments,103.94,144.6,238.1,,538732
Rane Engine Val.,532988,RANEENGINE,Auto Ancillaries,326.35,112.51,238.06,,
Starteck Fin.,512381,STARTECK,Finance & Investments,238.65,188.12,237.81,,
Trejhara Solutio,542233,TREJHARA,Computers - Software - Medium / Small,200.9,184.77,237.51,,
Kanoria Energy,539620,,Cement Products,27.84,88.75,237.46,,539620
QMS Medical,,QMSMEDI,Trading,132.85,74.53,237.14,,
Vaidya Sane,,MADHAVBAUG,Trading,225.55,54.8,237.13,,
JCT,500223,,Textiles - Composite,2.73,270.22,237.05,,500223
Maheshwari Logi.,,MAHESHWARI,Trading,80.05,173.74,236.93,,
DHP India,531306,,Domestic Appliances,789.65,194.47,236.89,,531306
Naysaa Securi.,538668,,Finance & Investments,217.85,10.02,236.63,,538668
Sar Televenture,,SARTELE,Transmisson Line Towers / Equipment,157.5,34.09,236.25,,
Intense Tech.,532326,INTENTECH,Computers - Software - Medium / Small,99.85,120.5,234.77,,
The Byke Hospi.,531373,BYKE,Hotels,58.35,161.9,234.28,,
Indowind Energy,532894,INDOWIND,Power Generation And Supply,21.85,236.51,234.11,,
Gillanders Arbut,532716,GILLANDERS,Diversified - Medium / Small,109.2,273.81,234.01,,
Aryaman Fin.Serv,530245,,Finance & Investments,200,68.41,233.64,,530245
Greenchef Appli.,,GREENCHEF,Domestic Appliances,100.3,107.4,233.42,,
Diksat Transworl,540151,,Entertainment / Electronic Media Software,133,22.34,233.32,,540151
P.E. Analytics,,PROPEQUITY,Miscellaneous,221.85,68.32,232.54,,
Naga Dhunseri,,NDGL,Finance & Investments,2322.75,798.71,232.28,,
Kaka Industries,543939,,Plastics Products,170,19.57,232.22,,543939
Bafna Pharma.,532989,BAFNAPH,Pharmaceuticals - Indian - Formulations,99,82.37,231.63,,
Shri Venkatesh,543373,,Solvent Extraction,104.5,73.52,231.15,,543373
Indiabulls Enter,543715,IEL,Miscellaneous,11.6,266.48,230.46,,
Dhunseri Tea,538902,DTIL,Tea,219.1,677.29,230.32,,
Rajshree Polypac,,RPPL,Packaging,201.15,134.17,230.3,,
Zodiac Energy,543416,ZODIAC,Engineering - Turnkey Services,157.35,38.35,229.42,,
Ultracab India,538706,,Cables - Power,24.03,34.54,229.3,,538706
Kapston Services,,KAPSTON,Miscellaneous,225.35,65.78,228.6,,
Lancor Holdings,509048,,Construction,37.63,133.16,228.6,,509048
Rel. Chemotex,503162,RELCHEMQ,Textiles - Spinning - Synthetic / Blended,300.8,132.82,228.44,,
Bhilwara Tech,533108,,Textiles - Products,39.11,161.34,228.3,,533108
Nettlinx,511658,,Telecommunications - Service Provider,94.09,42.83,227.48,,511658
Magnum Ventures,532896,MAGNUM,Paper,47.5,600.68,227.22,,
Maximus Interna.,540401,,Trading,18.03,34.21,226.67,,540401
S.A.L Steel,532604,SALSTEEL,Steel - Sponge Iron,26.6,41.86,225.72,,
ABans Enterprise,512165,,Trading,161.05,181.88,224.66,,512165
Lehar Footwears,532829,,Leather / Leather Products,137.3,94.91,224.23,,532829
Indo Thai Sec.,533676,INDOTHAI,Finance & Investments,223.45,65.73,223.94,,
Thinkink Picture,539310,,Entertainment / Electronic Media Software,75.55,103.05,223.84,,539310
Coral India Fin.,531556,CORALFINAC,Finance - Housing,55.45,166.37,223.77,,
Bimetal Bearings,505681,,Bearings,583.8,205.39,223.6,,505681
Atam Valves,543236,ATAM,Pumps,210.6,25.62,223.1,,
Panch.Organics,531726,,Pharmaceuticals - Indian - Bulk Drugs,189.35,102.23,223.09,,531726
CHL,532992,,Hotels,40.66,-130.81,222.89,,532992
SAB Industries,539112,,Construction,146.05,413.41,222.14,,539112
G M Polyplast,543239,,Plastics Products,165,30.43,222.09,,543239
Aveer Foods,543737,,Food - Processing - Indian,551.2,17.23,222.04,,543737
ABM Knowledge,531161,,Computers - Software - Medium / Small,111,213.61,222.03,,531161
Mitsu Chem Plast,540078,,Plastics Products,183.6,65.03,221.66,,540078
Radhe Develop.,531273,,Construction,4.4,55.16,221.59,,531273
Valiant Commun.,526775,,Telecommunications - Equipment,306.55,35.27,221.33,,526775
National Plastic,531287,,Plastics Products,363.7,39.02,221.13,,531287
